name,lat,lng,country,rating
Browns Socialhouse Weyburn,49.66137510000001,-103.8758343,Canada,4.3
O'Possum's Pub,35.8870651,-86.38418089999999,USA,4.4
Ike's Minnetonka,44.9119896,-93.5059946,USA,4.4
Pop bar,46.5436236,14.9649291,Slovenia,4.6
Solbar,38.5841474,-122.5709956,USA,4.6
U Hanysa. Bar piwny. Śladek A.,52.74154799999999,15.253488,Poland,4
Radcliffe Arms,53.6309358,-1.747859,United Kingdom,4.5
St Paul's Pub,-23.5655597,-46.6832214,Brazil,4.4
MURCAN - IRISH TAVERN,-26.8329892,-65.2085945,Argentina,4.1
Spar Pole,47.0974852,-122.2035127,USA,4.2
Annie Bell's Lounge,34.1957728,-90.5586795,USA,4.4
Chitra's Cuisine ( Restaurant & Pub In Pondicherry ),11.9275124,79.8330266,India,3.9
Chaplins Bar,34.6745128,33.043675,Cyprus,4.5
Glendale Tap,34.130664,-118.261191,USA,4.7
The Robert Nairn - JD Wetherspoon,56.1118633,-3.1579229,United Kingdom,3.8
La Schiuma Art. Pub,-30.890341,-55.5331328,Brazil,5
Malto's Beer,41.0954929,16.8656236,Italy,4
Slainte Irish Pub,47.81811279999999,8.1781917,Germany,4.5
the soho bar,39.5698738,2.6391394,Spain,4.3
The House Pub,42.7724137,18.9475463,Montenegro,4.8
Casa HIDALGO,26.4991965,-100.1812051,Mexico,4.8
Red Lion Inn,-39.9355302,175.0584789,New Zealand,4
Re-Pete's Saloon & Grill,44.28404140000001,-90.8427214,USA,4.5
Pub Thirty Two,33.6145418,-117.6782078,USA,4.4
Hoops Sports & Spirits,42.6822839,-83.24602349999999,USA,4.2
Shenanigans Irish Pub & Grill,39.7387504,-75.5526289,USA,2.5
Empire Lounge,33.8378351,-84.0345457,USA,4
Blackwater Distilling & Tavern,38.9778169,-76.3140416,USA,4.8
TJ's Brew Cafe,21.1052277,79.069778,India,4.8
Maze Bar,11.9445944,108.4375145,Vietnam,4.6
The Queen's Inglish Pub,1.2929648,103.8592975,Singapore 039596,4.1
Intersport,40.20697699999999,28.9953885,Turkey,3.8
Pub Ace of Spades,-23.6668147,-46.5402678,Brazil,4.4
Beirnes of Battlebridge,53.99646749999999,-8.080445,Ireland,4.4
Matricola Pub,45.47568039999999,9.2233661,Italy,4
't Postkantoor,52.01227830000001,4.3572342,Netherlands,4.3
Osteria Pasqualino,40.4270203,-79.6792566,USA,4.4
Riverdale Steak House,40.9067081,-73.9039555,USA,4.3
To Dublin,51.670894,39.2081431,394000,4.6
Gatehouse Tavern,41.3474391,-72.0784879,USA,4.6
The British Bulldog Pub,34.0678726,-81.1567228,USA,4.4
Cafe Bar The Pint,52.3724091,4.897606,Netherlands,4.2
Morton's Pub,53.286654,-6.33196,Ireland,4.1
Boxcar Bar,40.7251404,-74.3237804,USA,4.4
Amerikanos Grille,28.9398947,-81.9501306,USA,4.3
Black Dog Tavern Grill and Spirits,35.0462923,-83.8176356,USA,4.5
Blue Mountain Cider Company,45.9373858,-118.391346,USA,4.9
Šnekutis,54.677851,25.282656,Lithuania,4.5
"LiBEERtI, Irish Pub",54.717434,20.502759,236006,4.5
Mill Street Grill,38.147706,-79.071125,USA,4.7
Flash Beach Grille,27.0609348,-80.1317953,USA,4.2
Caffe Pub,44.1966973,17.9066894,Bosnia & Herzegovina,4.4
Amanar Restaurant,16.7810841,-3.0137998,Mali,2.5
Zach's Pub,49.74822169999999,13.3709962,Czechia,4.5
Pork Belly's Bar & Grill,31.1273509,-92.07726459999999,USA,4.4
Alexis by the Bay Restaurant,52.5433087,-56.30018740000001,Canada,0
Cu Chulainns Bar,53.7977217,-9.5136981,Ireland,4.5
Matt the Miller's Tavern,39.9862207,-83.0444338,USA,4.5
Villa Butiquim,-18.8884501,-41.9480109,Brazil,4.4
Lord Pub,27.5048659,-109.9306157,Mexico,4.4
La Bodega del Mar,-22.306628,166.4476736,New Caledonia,4.2
Hideaway Restaurant & Pub,41.3249035,-72.3335791,USA,4.1
Mickey Martin's Pub,52.662843,-8.626945,Ireland,4.5
MAKO,-50.3380966,-72.2666397,Argentina,4.2
Murray's Irish Pub & Grill,45.1052194,-87.6037798,USA,4
Fionn MacCool's,43.7744138,-79.6224888,Canada,4
Costeñita VIP,11.2388157,-74.20469349999999,Colombia,4.7
Block 22 Club,17.468957,78.376301,India,4.2
Piccadilly pub,67.2829282,14.3772775,Norway,4.2
Florrie McGreals,-36.784773,174.7732,New Zealand,4.4
Mazzy's Sports Bar & Grill,33.9496558,-84.2424915,USA,4.2
rustica cafe - wine bar - kitchen,48.2883828,-122.6497552,USA,4.2
Travellers Rest,53.0409083,-2.9888654,United Kingdom,5
Discretion Brewing,36.9857692,-121.9658572,USA,4.6
Dancing Bears Restaurant,44.2914024,-73.9851434,USA,3.9
Players Sports Bar,44.2914481,-73.9847868,USA,4.5
The Vulcan Inn,51.74827089999999,-3.3779262,United Kingdom,3.7
Byblos Pub & Grill,16.815801,96.153986,Myanmar (Burma),4.5
The Auld Spot Pub,43.6772036,-79.3530943,Canada,4.5
Painting with a Twist,40.96244,-74.1324041,USA,4.9
McHales,53.860271,-9.2982249,Ireland,4.6
Peter B’s Brewpub,36.602343,-121.8947727,USA,4.3
Dice Bar,53.3471051,-6.2803106,Ireland,4.4
Palladium,20.5392478,-97.4556472,Mexico,4.1
Ebb Tide Lounge,29.4825245,-98.4318953,USA,4.1
Bar Ilauro Drinks,-9.4037674,-38.2192864,Brazil,5
Rocco Resto&Bar,-33.3320596,-60.2276721,Argentina,4.1
"J Connolly, Bar Restaurant",50.6041939,5.347772,Belgium,3.8
Cranberry Motor Inn,49.87138900000001,-124.528449,Canada,3.7
Tommy Condon's Restaurant,32.7801047,-79.9294614,USA,4.3
Nicholson's Tavern & Pub,39.1033506,-84.51199419999999,USA,4.4
Sanglea Gunners FC Tavern and Cafe,35.8878744,14.5177344,Malta,4.6
L'imprévisible,47.7955622,3.5669049,France,4.2
Carrigan's Pub,40.7391143,-89.5146274,USA,4.5
O'Neill's Solihull,52.4151578,-1.7789474,United Kingdom,3.9
Bistro Bar & Grill,34.5437587,-90.6430783,USA,4.7
Rusteghi Wine Bar,45.438132,12.337338,Italy,4.2
Chestnut Grille at the Bee & Thistle Inn,41.326762,-72.3267781,USA,4.5
Queens Whiskeybar Pub,50.8770552,12.0848812,Germany,4.5
Grasshopper Too,40.9145695,-74.2674645,USA,4.2
Batalion U Draků,50.2097421,15.8314894,Czechia,4.2
Hailey's Harp & Pub,40.5413728,-74.36096239999999,USA,4.5
Ship & Plough,50.63202279999999,-96.9893757,Canada,4.5
O'leary's Pub,44.7923537,-91.5102995,USA,4.2
Trips Bar,16.4108502,120.5980691,Philippines,5
Prescott Brewing Company,34.542198,-112.46967,USA,4.4
Black Pearl,47.1674738,9.5091552,Liechtenstein,4.4
Cains Local Bar + Kitchen,40.389735,-80.0409233,USA,3.9
Avon Packet,51.4458011,-2.611138,United Kingdom,4.4
Bar El Tren,21.9826367,-99.01755999999999,Mexico,4.2
Musique Pub Bar,-15.0654683,-57.18273989999999,Brazil,4
Ripp's Bar,43.1921338,-89.4535892,USA,4.3
The beer temple,40.4493275,-3.7116566,Spain,3.9
Generation Pub Crawl Dublin,53.3440689,-6.263892999999999,Ireland,3.8
The Wig and Quill,51.0669376,-1.7945759,United Kingdom,4.2
Olive Garden Italian Restaurant,37.4130284,-121.895798,USA,4.1
The Halfway House,54.3781583,-6.1956622,United Kingdom,4.3
Liz's Diamond Bar & Grille,42.1039921,-71.5101947,USA,4.4
Tir na nog,45.5317122,9.1941888,Italy,4.4
The Pearl Street Pub,42.6514758,-73.75131499999999,USA,3.8
The Lantern,52.2588763,-7.126163,Ireland,4.3
Ras Resort,20.270863,72.98813899999999,India,4
101 North Eatery & Bar,34.14797,-118.795587,USA,4.5
Kaffi Hornið,64.2548376,-15.2087932,Iceland,4.6
"Art's тонирование, замена, продажа, ремонт автостекол",53.6173744,55.9568173,453100,4.1
Mulaika,-38.7020321,-62.27075319999999,Argentina,3.9
Mattingly's Sports Bar & Grill,38.7299937,-90.6441296,USA,4
Hopbunker,51.4819021,-3.1790081,United Kingdom,4.6
Boston Pizza,52.3245095,-112.7362126,Canada,4
Oddfellas Pub & Eatery Auburn,47.3071991,-122.2312706,USA,4.3
Mr Fox Pub&Resto,50.2581131,19.0232346,Poland,4.7
Borrasco,-24.1857512,-65.3055006,Argentina,3.9
Ciba's Pub,-8.746072,-63.88977499999999,Brazil,4.7
Shindig (an Uptown Bistro + Catering),36.691566,-79.87154699999999,USA,4.1
The Gilford Inn,54.37379730000001,-6.359664599999999,United Kingdom,3.9
The Star Tavern,51.4983774,-0.1558806,United Kingdom,4.4
3 Westerly Bar and Grill,41.1574968,-73.8700027,USA,4.1
Humus Cocktail Bar,-50.33624649999999,-72.2696917,Argentina,4.7
Soggy Bottom,45.4396517,4.385841099999999,France,4.6
Sky Tower,40.6149053,20.7797277,Albania,4.2
Fluid Bar Exchange,30.7005382,76.7923017,India,4.1
Greenacres Tavern,51.741724,-0.4495414,United Kingdom,3.9
THE MARKET BREWHOUSE,49.2599542,4.0317013,France,4.3
Lone Star Saloon,29.2408648,-99.7917275,USA,4.4
rota538pub,-30.0241895,-51.1922716,Brazil,3.5
Hilltown Tavern,40.0281841,-75.2158323,USA,4.5
Winner's Pub,41.9955203,-88.3157202,USA,4.3
Street Bar,43.1225104,5.930157599999999,France,4.2
Old Captain Cerveja Artesanal,-29.8885952,-51.177981,Brazil,4.8
Hennessey's Tavern,33.4675098,-117.6995229,USA,4.2
Sundance Dining,48.1052887,-96.19128979999999,USA,4.3
Durbins of Palos Hills,41.7056528,-87.81788809999999,USA,3.6
Rumpus Room,41.6422065,-81.4637602,USA,4.4
Mulligan's Shot Bar,31.7659591,-106.337779,USA,4.3
Hugh O'Connors,29.785512,-95.46413009999999,USA,4.6
Garden Bar,41.53078500000001,-8.618445,Portugal,4.1
Flanagan's Irish Pub,28.0119296,-82.7864555,USA,4.5
Sully's Bar Killarney,52.0596003,-9.5099015,Ireland,4.4
The Station Pub & Eatery,41.5760267,-87.7809297,USA,4.1
Dama Di AS,67.2848065,14.3826065,Norway,4.2
Stout Brothers | Irish Pub & Restaurant,38.4403009,-122.7148711,USA,4
The Old Orchard,51.602814,-0.4905546,United Kingdom,4.5
The Dysart Arms,53.11851979999999,-2.6460455,United Kingdom,4.6
Molino Lounge,53.5417277,-2.1112457,United Kingdom,4.4
Local Bar,51.90642399999999,-8.462113,Ireland,4.4
The Three Cups,52.1374334,-0.4604709999999999,United Kingdom,4.4
Twin Tavern,41.9178297,-88.7529995,USA,4.4
Old Bisbee Brewing Company,31.4429378,-109.913564,USA,4.7
Reilley's North End Pub,32.2112744,-80.7013188,USA,4.3
Peaky Blinders Tavern,45.742685,4.8211071,France,3.7
TT'S Time Out,43.07953699999999,-88.912967,USA,4.4
SingleSpeed Brewing Cedar Falls Taproom,42.536996,-92.445211,USA,4.5
The Celt Pub & Grill,43.4918098,-112.0411533,USA,4.4
Rockin' P Bar,32.22067200000001,-98.20254539999999,USA,4.1
Maxx Bar & Grill,45.290879,-93.233199,USA,4.1
Instant Replay Sportsbar,40.8289531,-73.39916629999999,USA,4.2
O'Malley's Sports Pub,37.4142123,-122.0936008,USA,4.2
Florence Irish Pub,43.77474489999999,11.2521789,Italy,0
Caitro Resto-Bar,-28.4600626,-65.7572007,Argentina,4.3
Duke's Seafood & Steakhouse,30.453516,-90.95712429999999,USA,4.3
Overboard Bar & Grill,44.856759,-93.014348,USA,4.3
Wir Können,-38.7077202,-62.2625229,Argentina,4.4
Houlihan's,42.92817,-85.608869,USA,4
The Spencer,50.2558243,19.0256297,Poland,4.3
Clark's Pub,42.5637878,-71.4305072,USA,2.3
Vitrolas,23.1997926,-106.4238058,Mexico,4.5
Jackie Murphys Restaurant,53.965813,-6.387772,Ireland,4.2
Pascoag Cafe,41.95824,-71.7016458,USA,4.5
O'Malley's Pub,42.664013,-83.2448527,USA,3.9
Texas Ranch Bar,-8.064919,-34.8720164,Brazil,4.1
Hungry Toad,40.0243352,-105.2823425,USA,4.3
The Rookery Tavern,53.139036,-2.399026,United Kingdom,4.5
Scully's Tavern,25.7020454,-80.3519878,USA,4.3
Niall's on 52nd,40.7566028,-73.96907689999999,USA,4.2
SomersPubs,42.361468,-71.056849,USA,4.5
Nashvilles,43.055696,-77.6542001,USA,4.2
Millmount Bar,53.7119596,-6.3485565,Ireland,4.5
Bob's Gone Saloon,39.842303,-84.1182429,USA,4.7
Oaks Bar & Grill,32.8421058,-117.0099879,USA,4.6
Four Stacks Brewing Company,27.8474432,-82.35200619999999,USA,4.7
Southern Hotel,-34.6027322,138.7496478,Australia,4
Ould Triangle,47.700771,-122.355149,USA,4.3
Concoctions,16.411152,120.602641,Philippines,3.9
Bida Gold Club,9.9344473,106.337485,Vietnam,4
Tony's Bar,57.78877110000001,-152.4074311,USA,4.1
AZAL Bar & Terrace,33.5372937,36.2412994,Syria,4.1
Tony's Bar & Grill,45.9260655,-118.3837571,USA,4.4
Saints & Sinners,40.7455866,-73.9045683,USA,4.3
Sam's Inn Restaurant,38.5214775,-77.2896016,USA,4.2
RETOX Sports Bar,-38.2184681,175.8717274,New Zealand,4.2
Montana,47.617931,-122.326347,USA,4.5
Alex ALEX PUB Pub Voronezh,51.666971,39.248867,394007,4.8
Shamrock Irish Pub,50.8495006,5.6839619,Netherlands,4.4
Bar Do Rodolfo,-18.872267,-41.96402,Brazil,4.4
Yacht Club Beverage House,36.024056,-78.4760478,USA,4.9
Golden Lion Bexleyheath,51.4579769,0.1359873,United Kingdom,3.9
Original Joe's Restaurant & Bar,51.0389746,-113.3776661,Canada,4.1
Linksters Tap Room Venice,27.0557742,-82.41065119999999,USA,4.4
Frank’s American Pub,40.0003168,-75.71836110000001,USA,4.3
Ulyse 21,50.6435083,3.062891,France,3
Beef 'O' Brady's,33.593455,-101.933707,USA,4.2
Lennox Bar,55.9437837,-4.5724879,United Kingdom,4.4
Beer Station - Sincelejo,9.301189899999999,-75.3832322,Colombia,4.5
Ruben's Pub,39.58271200000001,2.6469445,Spain,4.2
Chili's Grill & Bar,35.6596626,-78.8492033,USA,3.7
Hi N Dry Cocktails,33.8653023,-118.3271257,USA,4.5
Q's Pub & Grille,39.569878,-105.112153,USA,4.2
McCabe's Irish Pub & Grill,43.45223499999999,-80.4957755,Canada,3.8
Mi Tierra Disco Bar,-17.7598794,-63.1816123,Bolivia,4.6
Miller's Ale House - Coral Springs,26.2546518,-80.2512553,USA,4.2
Pub Bishop & Bagg,45.525063,-73.59943,Canada,4.4
Coakley's Pub,39.551062,-76.091048,USA,4.2
Orchard Mesa Cruisers,39.0442336,-108.5537417,USA,4.5
Rock Caffe,45.2056254,19.7134239,Serbia,4.7
Pub Cultura Livre,-18.1566769,-47.9281267,Brazil,4.7
Британский Паб Union Jack,56.3294284,43.993671,603001,4.2
CERVECERIA SAN JUANITO,20.3838115,-99.9976136,Mexico,4.3
The Buskers Bar,50.7737631,0.2956436,United Kingdom,4.1
Celtic Beer,42.2325825,-8.7066883,Spain,4.2
Mainstreeter Bar & Grill,44.8569623,-92.626621,USA,4.5
Irish Pub,52.3783556,4.8955762,Netherlands,4.4
The Royal Oak,52.0923559,-1.9480455,United Kingdom,4.4
Eviston House Hotel,52.0588141,-9.510646,Ireland,3.9
Fins Fish House & Raw Bar,38.716013,-75.084702,USA,4.4
Foresters Arms,54.579879,-1.556845,United Kingdom,4.2
LongHorn Steakhouse,40.4459767,-74.4998638,USA,4.3
"Armenu virtuve, kafejnica, Masis KM",56.9384744,24.2965289,Latvia,4.4
La Playita Bar,31.714209,-106.4110607,Mexico,4.4
McNeil's,44.5144613,-88.0067928,USA,4.5
The Last Call Bar and Grill,40.2580709,-80.1962202,USA,4.5
The Historic Mint Restaurant & Alehouse,47.2038394,-121.9898683,USA,4.4
Pub London,37.3843851,-6.0575974,Spain,4.2
Hoppers Pub,37.949814,-91.77175369999999,USA,4.5
Grain And Grill,53.2841647,-6.3761258,Ireland,3.1
Coopérative de solidarité Vox Populi,48.8792528,-72.2291207,Canada,4.3
Raven & Rose,45.514894,-122.6823719,USA,4.5
The Rookery Bar,45.5148677,-122.6823742,USA,4.6
Stagger Inn,38.8112983,-89.9552978,USA,4.4
Off The Rails,51.3446552,-2.9718453,United Kingdom,3.9
Armadilla Village Club,32.5681921,-96.85723039999999,USA,4
The Dry Dock,54.7554859,-6.6099285,United Kingdom,4.1
The Hideaway Café,51.8171009,4.6696805,Netherlands,4.6
Millbury Old Time Inn,42.1931158,-71.75774430000001,USA,4.3
O'Callahan's Publick House,35.8945916,-80.5621288,USA,4.5
Legacy at Cherry Tree,39.1434715,-76.9002262,USA,0
Schramrocks Irish Pub,43.091158,-77.656302,USA,3.3
Messenger House Restaurant,43.3097664,-73.64680249999999,USA,3.2
Wexford Arms Pub and Guest Accommodation,52.3393676,-6.466977699999999,Ireland,3.7
Mercantile Club Inc.,-28.7745349,114.6084939,Australia,3.6
Tower Pub,38.599741,-90.26166900000001,USA,4.5
O'Reilly's Tap Room & Kitchen,40.27377680000001,-76.8152762,USA,4.2
Horse & Crown Pub,28.503479,-82.58707199999999,USA,4.3
The Lawns,52.905168,1.0912537,United Kingdom,4.2
Snuffers,32.8960295,-96.47702939999999,USA,4.2
Murphy's,43.8583597,18.4265131,Bosnia & Herzegovina,4.1
Park Restaurang & Bar,60.0976975,19.9400727,Åland Islands,4.1
Red River Inn Inc,40.8416586,-72.93371660000001,USA,4.2
Radigan's Pub And Casual Dining,40.684876,-73.6215589,USA,4.4
The Rail - North Olmsted,41.41638990000001,-81.90453149999999,USA,4.3
Lil London,51.6200744,-3.9404791,United Kingdom,4
Cervecería Willkamayu,-13.3068323,-72.1144029,Peru,4.7
Llamalo Como Quieras (El Bar De Charly),-31.420813,-64.5009938,Argentina,4.5
Burnin Daylight Brewing Company,33.8029078,-118.3197351,USA,4.7
Martini Lounge & Fine Dine,26.88333,80.945773,India,4
Pentimento,40.9167193,-73.1464622,USA,4.5
Honduras Brewing Company,14.102209,-87.1964879,Honduras,4.5
Fürstenberg`s Irish Pub Schwenningen,48.0640013,8.5348545,Germany,4.6
Andiamo Sterling Heights,42.62630470000001,-82.9848055,USA,4.3
Ritual,25.5586156,-103.4933001,Mexico,4.4
Icecube Pub & Restaurant,21.1586479,79.08114599999999,India,3.9
Paddy Foley's,51.040547,13.803449,Germany,4.7
Iguana Bar,11.2543743,-85.87242630000001,Nicaragua,4.2
Logan's Irish Pub,18.3825647,-66.0684943,Puerto Rico,4.3
Gaelic League Irish American Club,42.3315418,-83.0749153,USA,4.6
Smallville Business Complex,10.705482,122.552101,Philippines,4.2
Splits Sports Grill & Bar,32.90823,-96.5532371,USA,4.1
Miller's Waterfront Restaurant,35.9149691,-75.60385289999999,USA,4.5
Cheers Bar & Restaurant,23.1548595,79.91379979999999,India,3.9
Beer Station - San Andrés,12.5833231,-81.68980429999999,Colombia,4.3
Cilada Drinks,-22.8831226,-42.0150317,Brazil,4.3
Hotel Mangart,46.3378721,13.5604181,Slovenia,4.3
Linksters Tap Room - Highland City,27.9708471,-81.88257329999999,USA,4.5
The Stonewell Tap,54.0495801,-2.7989214,United Kingdom,4.5
Mullanes Bar & Grill,40.68731409999999,-73.97546129999999,USA,4.2
camping/walking/ fishing/pub golfing/ in sligo ireland Beach Bar /Aughris House,54.269008,-8.757304999999999,Ireland,4
Birreria Lowenhaus,44.4241141,12.1720892,Italy,4.4
Molly's Cafe,52.6521883,-7.2496166,Ireland,4.6
De Pub Rossum,51.800557,5.34636,Netherlands,4.7
Vertshuset Nordlændingen,68.8033325,16.5432601,Norway,4.2
The Johnstown Inn,53.237258,-6.62174,Ireland,4.2
Bar Far Out Cerveza Alemana Artesanal,-2.9001487,-79.0038752,Ecuador,4.8
Metro Cafe Bar,53.289722,-6.364942,Ireland,3.1
Cobblestone Ale House,42.93019229999999,-72.2780952,USA,4.2
Rips Cafe,41.0547612,-80.6153138,USA,4.6
Stained Glass Pub - Elkridge,39.1860641,-76.7568283,USA,4.3
The Emerald Social Club,52.5940693,-2.1242505,United Kingdom,4.4
BLUEGILL Restaurant,30.6748219,-87.9581195,USA,4.5
James Joyce,40.7648179,-73.01453769999999,USA,4.3
Bar 999 - Bar Triple Nueve,-30.60092809999999,-71.1978111,Chile,4.3
The Vigilant Inn,54.97783829999999,-1.4134175,United Kingdom,4
Morgan's Tavern at the Middlebury Inn,44.0144714,-73.1662485,USA,3.8
Local Bar,52.3552705,-7.706056299999998,Ireland,4.6
Harvester Stanway,51.8868044,0.8319548999999999,United Kingdom,4.1
Gringos,37.1312843,-94.4748232,USA,4.4
LE SAVANA,12.6629879,-7.9511391,Mali,3.9
Borgaro’s Pizza & Bar,27.5024223,-109.9302701,Mexico,4.5
Mooney's Sports Bar & Grill,43.0202621,-78.8779975,USA,4.1
Cabin 61,45.07139799999999,-93.0224258,USA,4.3
Pumphouse,-15.7923555,128.7177827,Australia,4.3
Bulls Head Public House,40.1569928,-76.30657599999999,USA,4.6
Clancy's Irish Pub,41.5783114,-87.1776158,USA,4.5
Cap'n Cats Clam Bar & Tavern,39.8590107,-75.1561854,USA,4.4
City Pub,16.0715222,108.2242269,Vietnam,4.3
Lush,36.3281407,-119.6480048,USA,4.4
Bergins Pub,53.03402939999999,-7.2982845,Ireland,4.8
American Bar,-48.7519737,-70.2463717,Argentina,4.5
Nelson Tavern,43.5477977,10.3051042,Italy,4.4
Oiticica Pub,-6.3630398,-39.3027581,Brazil,4.2
Chili's Grill & Bar,32.8901633,-97.25874499999999,USA,4.1
Tekilas Wings & More,26.3781257,-98.817224,USA,4.4
Thakali,27.3254937,88.6117677,India,3.9
Wetherspoons,54.9578519,-1.6661441,United Kingdom,4
Joshua Cafe Irlandes,4.6942052,-74.0865937,Colombia,4.4
Hodle Tavern,39.7401609,-76.70105749999999,USA,4.1
The Bentley Hotel,55.791107,-3.995504,United Kingdom,3.7
Pub Connect,41.028993,21.314588,North Macedonia,4.3
Nan Rices Bar Lounge Restaurant,54.17344989999999,-6.342749599999999,United Kingdom,4.3
Hour Bar,17.5095301,-88.1868197,Belize,4.1
Sunshine Saloon Sports Bar and Charcoal Grill,37.6779938,-121.875369,USA,4.3
The Museum,36.7221748,-4.4218408,Spain,4
The Emerald Isle Irish Pub,37.1062728,-1.8466982,Spain,4.3
Lennox the Pub,41.38343,2.182974,Spain,3.9
Buffalo Wild Wings,37.516252,-120.8788441,USA,4.1
Green 19,38.443167,-0.4371555,Spain,4.3
Applebee's Grill + Bar,38.0717377,-97.8970789,USA,4
Gatehouse Tavern,52.410045,-1.517048,United Kingdom,4.5
Biggin Hall Coventry,52.407039,-1.471182,United Kingdom,4
Lofts Pastel Blue. Pub,38.52382619999999,-28.6448909,Portugal,4.7
Norton Grange Evesham,52.1318431,-1.936563,United Kingdom,3.8
SPORAKI-ΣΠΟΡΑΚΙ (seed) Rock Irish Pub Athens,37.9710522,23.7464415,Greece,4.5
Creekside Alehouse & Grill,48.0157241,-122.0628158,USA,4
Rafè Coffee & Shop,39.2144271,9.1130526,Italy,4.2
Layback Beach Bar & Grill,18.0245363,-63.05033289999999,Sint Maarten,4.5
Bennigan's,41.238703,-85.82007100000001,USA,4
The Bar-Bas,22.7777447,-102.5714998,Mexico,4.3
CenterStage Family KTV & Resto Bar,14.539427,120.9790487,Philippines,4.1
IRISH PUB NAGASAKI from Mallaig,32.753409,129.8715531,2−1 (アパホテル1F),4
Brew Sports Pub West,31.8404896,-106.5779182,USA,4.1
KKatie's Burger Bar,41.6537877,-70.2823267,USA,4.2
The Hub,25.0753399,55.1321653,Jumeirah Beach Residence - Dubai - United Arab Emirates,4.3
BB SHOW PUB,22.6142928,120.308178,Taiwan 806,4.4
Johnny Mac House of Spirits,40.216142,-74.012951,USA,4.4
Tres Mentiras,21.2583612,-86.7497044,Mexico,4.7
The Money Pit Bar,36.873007,-87.501949,USA,4.4
Donovan's Irish Cobbler,34.1269926,-84.5732366,USA,4.6
Brews Brothers Pub,44.8970134,-89.5718041,USA,4.7
Depot Street Tap House,44.0533234,-70.7064635,USA,4.9
Lake Dallas Point,33.13035,-97.0372184,USA,4.1
Houlihan's,41.0615362,-74.1228031,USA,4.2
Saints & Sinners Irish Pub,41.3256688,-75.7831398,USA,3.6
Terrace Grill,28.644438,77.335088,India,4.2
Restoran Srna,45.8352568,17.3894937,Croatia,4.3
Bar Astrup,68.4396944,17.4288869,Norway,4.1
Tuká Tulá - Bar,37.8186765,-25.541977,Portugal,4.4
Rosaria,42.4669049,-71.0279547,USA,4.4
Off The Hook,48.2888262,-122.6469071,USA,4
The Masters Restaurant,42.52027409999999,-83.0875544,USA,4.4
Murphy's Irish Tavern,37.9127338,-0.739019,Spain,4.2
Slatterys,51.54240780000001,-0.1380047,United Kingdom,4.3
VU's Sky Bar And Lounge,14.5874216,121.0636175,Philippines,4.5
Mill City Brew Werks,45.58556069999999,-122.4041065,USA,4.3
RJ Bentley's Restaurant,38.9804811,-76.9375566,USA,3.5
Flanagan's Irish Pub,44.4908097,-103.8579685,USA,4.5
McBrides Irish Pub,48.8609896,2.3488412,France,3.9
Kenkes Bar,14.7986888,-89.5484354,Guatemala,4.4
Club Suavee,41.5021533,-87.67402919999999,USA,3.7
Hideout the Original,32.1873775,-111.00185,USA,4.1
O'Shea's Irish Bar,51.7031024,-0.0345965,United Kingdom,4.5
Tiverton Canal Co,50.9018271,-3.4748922,United Kingdom,4.6
Vero Beach Elks Lodge #1774,27.6459278,-80.3979894,USA,4.4
Epicentrum-Veles Motel,41.71597,21.783824,North Macedonia,4.1
Whiskey Ridge Saloon,40.2403696,-76.9815277,USA,3.7
NIRVANA CLUB&LOUNGE,26.185536,78.1735011,India,4.1
McGettigan's | Limerick,52.66087599999999,-8.6327916,Ireland,4.1
Pub 24,45.4883179,9.1891006,Italy,3.9
Buffalo Wild Wings,39.4828351,-88.33496509999999,USA,4
Press Box Sports Lounge,32.7404104,-116.9421619,USA,4.4
Inventors Brewpub,43.3915006,-87.8668734,USA,4.4
Spanky's Food & Spirits,39.474472,-88.3791311,USA,4.4
PK Tunn,30.8941819,75.82971409999999,India,3.9
Neary's,40.75826379999999,-73.96352329999999,USA,4.4
Lórien,39.5719605,2.6487075,Spain,4.6
Corky's Bar & Grill,-17.7725276,31.1012257,Zimbabwe,4
Rose & Crown,51.3193122,-2.2131197,United Kingdom,4.4
Kantaleta,9.3032871,-75.38092979999999,Colombia,4.1
Griffins Of Kinsale,34.1156172,-118.1567744,USA,4.6
The Brass Tap,26.536038,-80.0897919,USA,4.3
Shubham,18.5504605,73.88827719999999,India,0
Conroys Public House Rainbow,39.041837,-94.61257230000001,USA,4.5
Bar Uberbrau,-18.9181935,-48.2821323,Brazil,4.6
Tara Brooch,59.9306193,30.3725702,191024,4.4
Abby’s Irish Pub,38.9720548,-104.7433058,USA,4.5
Steini's Pub,53.630267,11.4071111,Germany,4.7
Frenky Bar,44.1132746,15.2263846,Croatia,4.3
Pappy's Liquors & Tavern,27.4130952,-80.39536220000001,USA,4.3
Mr. Hoppy - Foz do Iguaçu,-25.5436513,-54.576485,Brazil,4.5
Johnny Joe's Sports Bar and Grill,40.217053,-76.995769,USA,3.8
The Saints And The Scholars,45.4890947,9.1674458,Italy,4.1
Canterbury Ale House,47.624239,-122.312346,USA,4
Diboa Bar e Botequim,-20.364169,-40.30276300000001,Brazil,4.4
Famous Dave's Bar-B-Que,31.8089337,-106.2451456,USA,4.4
The Ship Inn,51.58696699999999,0.20101,United Kingdom,4.5
Rustic Café,41.3441418,-72.26134390000001,USA,4.4
Butter Pub / Lounge,15.493457,73.83622,India,3.5
Green Buffalo Pub,42.89240110000001,-78.6685088,USA,4.3
